time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),carbon_dioxide (ppm),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),us_aqi (USAQI)
2022-08-05T00:00,31.7,22.2,478.0,NaN,14.1,5.2,58
2022-08-05T01:00,29.7,20.8,435.0,NaN,11.6,4.5,59
2022-08-05T02:00,25.3,17.7,374.0,NaN,8.2,3.5,59
2022-08-05T03:00,23.1,16.2,303.0,NaN,4.3,2.5,60
2022-08-05T04:00,20.3,14.2,272.0,NaN,2.9,2.0,60
2022-08-05T05:00,20.0,14.0,250.0,NaN,2.2,1.8,61
2022-08-05T06:00,20.0,14.0,231.0,NaN,1.6,1.5,61
2022-08-05T07:00,20.2,14.1,223.0,NaN,1.4,1.5,61
2022-08-05T08:00,20.8,14.6,221.0,NaN,1.5,1.5,61
2022-08-05T09:00,21.4,15.0,223.0,NaN,2.0,1.6,61
2022-08-05T10:00,21.7,15.2,213.0,NaN,1.7,1.6,61
2022-08-05T11:00,23.0,16.1,202.0,NaN,1.4,1.6,62
2022-08-05T12:00,20.3,14.2,244.0,NaN,5.4,1.9,62
2022-08-05T13:00,25.0,17.5,371.0,NaN,16.9,2.3,63
2022-08-05T14:00,35.6,24.9,549.0,NaN,33.0,3.0,63
2022-08-05T15:00,39.2,27.5,700.0,NaN,46.3,3.5,63
2022-08-05T16:00,32.2,22.6,659.0,NaN,41.9,3.4,64
2022-08-05T17:00,28.9,20.3,543.0,NaN,30.3,3.0,64
2022-08-05T18:00,26.0,18.2,417.0,NaN,17.2,2.5,63
2022-08-05T19:00,26.8,18.8,405.0,NaN,14.6,2.6,63
2022-08-05T20:00,27.9,19.6,426.0,NaN,14.6,2.8,63
2022-08-05T21:00,30.0,21.0,452.0,NaN,14.9,3.1,63
2022-08-05T22:00,31.3,21.9,458.0,NaN,14.0,3.3,63
2022-08-05T23:00,31.5,22.1,461.0,NaN,13.1,3.5,64
2022-08-06T00:00,34.0,23.8,497.0,NaN,13.0,3.7,64
2022-08-06T01:00,32.0,22.4,452.0,NaN,11.6,3.6,64
2022-08-06T02:00,27.5,19.3,389.0,NaN,9.4,3.5,64
2022-08-06T03:00,24.7,17.3,319.0,NaN,6.8,3.5,64
2022-08-06T04:00,25.3,17.7,296.0,NaN,5.2,3.4,64
2022-08-06T05:00,26.5,18.5,285.0,NaN,3.8,3.3,65
2022-08-06T06:00,26.9,18.8,274.0,NaN,2.7,3.0,65
2022-08-06T07:00,25.1,17.6,259.0,NaN,2.3,2.6,65
2022-08-06T08:00,23.6,16.5,244.0,NaN,2.5,2.0,66
2022-08-06T09:00,23.9,16.7,234.0,NaN,3.2,1.6,66
2022-08-06T10:00,23.7,16.6,231.0,NaN,3.6,1.9,66
2022-08-06T11:00,23.5,16.4,234.0,NaN,4.2,2.5,66
2022-08-06T12:00,28.8,20.1,303.0,NaN,10.5,3.2,66
2022-08-06T13:00,30.5,21.4,379.0,NaN,17.0,3.3,67
2022-08-06T14:00,32.0,22.4,486.0,NaN,26.0,3.5,67
2022-08-06T15:00,35.9,25.1,590.0,NaN,34.4,3.5,67
2022-08-06T16:00,38.5,27.0,599.0,NaN,34.2,3.4,67
2022-08-06T17:00,34.8,24.3,574.0,NaN,30.7,3.2,67
2022-08-06T18:00,32.5,22.8,541.0,NaN,26.0,3.0,67
2022-08-06T19:00,31.1,21.8,529.0,NaN,23.8,3.3,68
2022-08-06T20:00,29.9,20.9,520.0,NaN,21.9,3.8,68
2022-08-06T21:00,30.2,21.1,523.0,NaN,20.2,4.4,68
2022-08-06T22:00,31.7,22.2,559.0,NaN,21.0,4.9,68
2022-08-06T23:00,33.5,23.4,612.0,NaN,22.5,5.5,68
2022-08-07T00:00,33.6,23.6,597.0,NaN,20.8,4.8,68
2022-08-07T01:00,34.9,24.4,518.0,NaN,16.6,4.8,68
2022-08-07T02:00,27.0,18.9,406.0,NaN,10.9,4.8,68
2022-08-07T03:00,22.2,15.5,283.0,NaN,4.5,4.6,68
2022-08-07T04:00,21.0,14.6,243.0,NaN,2.5,4.2,68
2022-08-07T05:00,20.6,14.3,228.0,NaN,1.8,3.5,68
2022-08-07T06:00,20.5,14.3,217.0,NaN,1.5,2.7,68
2022-08-07T07:00,20.5,14.2,206.0,NaN,1.5,2.1,67
2022-08-07T08:00,20.0,13.9,200.0,NaN,2.0,1.5,67
2022-08-07T09:00,19.6,13.6,201.0,NaN,3.0,1.1,67
2022-08-07T10:00,20.5,14.3,198.0,NaN,3.0,1.2,66
2022-08-07T11:00,20.5,14.3,199.0,NaN,3.0,1.6,66
2022-08-07T12:00,18.9,13.2,244.0,NaN,7.4,1.9,66
2022-08-07T13:00,25.0,17.5,405.0,NaN,22.4,2.6,65
2022-08-07T14:00,34.2,23.9,633.0,NaN,43.5,3.5,65
2022-08-07T15:00,38.5,26.9,871.0,NaN,64.4,4.7,65
2022-08-07T16:00,35.7,25.0,926.0,NaN,67.2,5.1,65
2022-08-07T17:00,34.9,24.4,921.0,NaN,63.6,5.3,65
2022-08-07T18:00,34.1,23.9,896.0,NaN,57.2,5.6,65
2022-08-07T19:00,33.8,23.6,883.0,NaN,53.8,5.9,65
2022-08-07T20:00,33.8,23.6,862.0,NaN,49.8,6.2,65
2022-08-07T21:00,34.2,24.0,832.0,NaN,44.3,6.5,66
2022-08-07T22:00,34.7,24.2,826.0,NaN,40.8,6.8,66
2022-08-07T23:00,34.8,24.3,823.0,NaN,37.5,7.1,66
2022-08-08T00:00,39.3,27.5,875.0,NaN,38.3,6.9,66
2022-08-08T01:00,41.1,28.8,730.0,NaN,29.9,6.7,67
2022-08-08T02:00,24.2,16.9,525.0,NaN,17.8,6.2,67
2022-08-08T03:00,21.4,15.0,308.0,NaN,5.1,5.3,67
2022-08-08T04:00,22.2,15.5,253.0,NaN,1.7,4.6,67
2022-08-08T05:00,21.3,14.8,249.0,NaN,1.2,3.6,67
2022-08-08T06:00,20.8,14.6,254.0,NaN,1.6,2.5,67
2022-08-08T07:00,19.4,13.6,240.0,NaN,1.6,1.9,67
2022-08-08T08:00,18.7,13.0,229.0,NaN,2.0,1.4,67
2022-08-08T09:00,18.3,12.8,224.0,NaN,3.0,1.0,67
2022-08-08T10:00,19.4,13.6,230.0,NaN,4.0,1.2,67
2022-08-08T11:00,19.8,13.9,243.0,NaN,5.2,1.8,67
2022-08-08T12:00,23.8,16.6,259.0,NaN,7.1,1.8,67
2022-08-08T13:00,27.9,19.6,370.0,NaN,17.0,2.3,67
2022-08-08T14:00,33.5,23.4,528.0,NaN,31.1,3.0,67
2022-08-08T15:00,35.6,24.9,691.0,NaN,44.9,3.8,67
2022-08-08T16:00,35.9,25.0,724.0,NaN,46.3,4.0,67
2022-08-08T17:00,34.9,24.4,716.0,NaN,43.3,4.0,67
2022-08-08T18:00,33.2,23.2,704.0,NaN,39.0,4.2,67
2022-08-08T19:00,33.2,23.2,719.0,NaN,37.9,4.5,67
2022-08-08T20:00,34.1,23.8,739.0,NaN,37.0,4.9,67
2022-08-08T21:00,35.0,24.5,755.0,NaN,35.2,5.5,67
2022-08-08T22:00,35.3,24.7,764.0,NaN,33.5,5.8,67
2022-08-08T23:00,38.0,26.5,767.0,NaN,31.5,5.9,67
2022-08-09T00:00,36.3,25.4,597.0,NaN,20.9,5.0,67
2022-08-09T01:00,41.9,29.3,525.0,NaN,16.7,5.2,67
2022-08-09T02:00,24.0,16.8,423.0,NaN,10.9,5.4,67
2022-08-09T03:00,21.3,14.9,310.0,NaN,4.6,5.2,67
2022-08-09T04:00,20.9,14.6,270.0,NaN,2.7,4.4,67
2022-08-09T05:00,20.1,14.1,250.0,NaN,2.2,3.2,67
2022-08-09T06:00,15.9,11.1,238.0,NaN,2.0,2.0,67
2022-08-09T07:00,19.8,13.9,236.0,NaN,1.9,1.8,66
2022-08-09T08:00,19.7,13.8,242.0,NaN,1.9,2.0,66
2022-08-09T09:00,18.5,12.9,250.0,NaN,2.3,2.2,66
2022-08-09T10:00,17.9,12.5,245.0,NaN,2.5,2.2,66
2022-08-09T11:00,16.9,11.8,237.0,NaN,2.8,2.2,66
2022-08-09T12:00,11.7,8.2,250.0,NaN,6.2,1.6,66
2022-08-09T13:00,14.5,10.1,346.0,NaN,14.6,2.0,65
2022-08-09T14:00,21.5,15.1,482.0,NaN,26.8,2.5,65
2022-08-09T15:00,25.1,17.6,652.0,NaN,40.9,3.3,64
2022-08-09T16:00,27.0,18.9,752.0,NaN,47.8,3.8,63
2022-08-09T17:00,29.2,20.4,841.0,NaN,53.0,4.3,63
2022-08-09T18:00,31.5,22.1,907.0,NaN,55.5,4.9,62
2022-08-09T19:00,31.9,22.3,889.0,NaN,52.0,5.1,62
2022-08-09T20:00,31.3,21.9,830.0,NaN,45.0,5.2,62
2022-08-09T21:00,31.9,22.3,764.0,NaN,36.8,5.4,62
2022-08-09T22:00,33.4,23.4,768.0,NaN,34.4,5.8,62
2022-08-09T23:00,36.2,25.3,791.0,NaN,33.5,6.3,62
2022-08-10T00:00,30.5,21.3,636.0,NaN,23.5,5.9,62
2022-08-10T01:00,26.3,18.4,545.0,NaN,18.6,5.4,61
2022-08-10T02:00,16.8,11.7,416.0,NaN,11.8,4.8,60
2022-08-10T03:00,12.5,8.7,278.0,NaN,4.4,3.9,60
2022-08-10T04:00,11.6,8.1,240.0,NaN,2.4,3.3,59
2022-08-10T05:00,12.4,8.7,233.0,NaN,2.0,2.8,59
2022-08-10T06:00,13.9,9.7,231.0,NaN,2.1,2.2,58
2022-08-10T07:00,15.0,10.4,222.0,NaN,2.2,1.9,58
2022-08-10T08:00,14.2,9.9,216.0,NaN,2.5,1.5,58
2022-08-10T09:00,14.9,10.4,215.0,NaN,3.5,1.4,57
2022-08-10T10:00,14.7,10.3,212.0,NaN,3.8,1.5,57
2022-08-10T11:00,14.7,10.2,211.0,NaN,4.2,1.8,57
2022-08-10T12:00,15.4,10.7,232.0,NaN,6.8,2.5,57
2022-08-10T13:00,19.6,13.7,376.0,NaN,19.6,3.1,57
2022-08-10T14:00,23.7,16.6,581.0,NaN,37.8,4.0,57
2022-08-10T15:00,25.6,17.9,791.0,NaN,55.8,5.0,58
2022-08-10T16:00,25.4,17.8,836.0,NaN,58.8,5.5,58
2022-08-10T17:00,23.6,16.5,826.0,NaN,56.5,5.8,57
2022-08-10T18:00,23.3,16.3,786.0,NaN,50.7,6.0,57
2022-08-10T19:00,22.6,15.8,745.0,NaN,44.9,5.7,57
2022-08-10T20:00,21.6,15.1,687.0,NaN,37.3,5.1,56
2022-08-10T21:00,21.0,14.7,636.0,NaN,29.5,4.6,55
2022-08-10T22:00,21.1,14.7,654.0,NaN,28.2,4.8,55
2022-08-10T23:00,21.7,15.1,698.0,NaN,29.0,5.2,54
2022-08-11T00:00,26.0,18.2,782.0,NaN,32.7,7.4,53
2022-08-11T01:00,31.4,21.9,662.0,NaN,25.6,7.0,53
2022-08-11T02:00,21.0,14.6,492.0,NaN,15.6,6.4,53
2022-08-11T03:00,18.3,12.7,308.0,NaN,5.0,5.5,53
2022-08-11T04:00,17.3,12.0,254.0,NaN,2.1,4.8,54
2022-08-11T05:00,17.6,12.2,238.0,NaN,1.6,4.1,54
2022-08-11T06:00,17.8,12.3,229.0,NaN,1.8,3.2,54
2022-08-11T07:00,17.2,11.9,215.0,NaN,1.5,2.7,55
2022-08-11T08:00,16.6,11.6,206.0,NaN,1.5,2.3,55
2022-08-11T09:00,15.8,11.0,201.0,NaN,2.0,2.0,55
2022-08-11T10:00,15.4,10.7,193.0,NaN,1.9,2.0,55
2022-08-11T11:00,14.7,10.3,186.0,NaN,1.9,2.0,55
2022-08-11T12:00,11.2,7.8,209.0,NaN,5.8,2.0,55
2022-08-11T13:00,14.0,9.8,316.0,NaN,15.4,2.5,55
2022-08-11T14:00,18.3,12.8,467.0,NaN,29.1,3.2,54
2022-08-11T15:00,22.1,15.4,636.0,NaN,43.5,4.0,54
2022-08-11T16:00,23.9,16.8,698.0,NaN,47.2,4.3,54
2022-08-11T17:00,24.4,17.1,731.0,NaN,47.5,4.6,54
2022-08-11T18:00,23.6,16.5,748.0,NaN,45.9,4.8,54
2022-08-11T19:00,23.1,16.2,742.0,NaN,43.8,5.0,54
2022-08-11T20:00,23.7,16.6,719.0,NaN,40.5,5.2,54
2022-08-11T21:00,25.6,17.9,684.0,NaN,36.0,5.2,54
2022-08-11T22:00,27.8,19.5,671.0,NaN,33.3,5.3,54
2022-08-11T23:00,27.8,19.4,659.0,NaN,30.8,5.4,55
2022-08-12T00:00,31.7,22.2,739.0,NaN,32.2,6.3,55
2022-08-12T01:00,37.1,26.0,617.0,NaN,25.1,5.9,55
2022-08-12T02:00,16.8,11.7,444.0,NaN,15.1,5.4,56
2022-08-12T03:00,15.0,10.4,259.0,NaN,4.4,4.6,56
2022-08-12T04:00,14.5,10.1,208.0,NaN,1.6,3.8,55
2022-08-12T05:00,14.6,10.2,197.0,NaN,1.3,3.1,55
2022-08-12T06:00,15.5,10.8,195.0,NaN,1.6,2.3,55
2022-08-12T07:00,15.8,11.0,186.0,NaN,1.3,2.0,55
2022-08-12T08:00,17.3,12.1,182.0,NaN,1.2,1.7,55
2022-08-12T09:00,16.2,11.2,184.0,NaN,1.8,1.5,55
2022-08-12T10:00,16.1,11.2,178.0,NaN,1.7,1.5,55
2022-08-12T11:00,17.1,11.9,173.0,NaN,1.8,1.5,55
2022-08-12T12:00,17.2,11.9,213.0,NaN,4.9,2.2,55
2022-08-12T13:00,23.0,16.1,324.0,NaN,15.1,2.6,55
2022-08-12T14:00,30.0,20.9,483.0,NaN,29.5,3.2,56
2022-08-12T15:00,32.8,22.9,652.0,NaN,44.2,3.8,57
2022-08-12T16:00,35.9,25.0,701.0,NaN,47.0,4.0,57
2022-08-12T17:00,36.2,25.3,714.0,NaN,46.1,4.0,58
2022-08-12T18:00,34.9,24.3,713.0,NaN,43.2,4.2,59
2022-08-12T19:00,34.8,24.3,710.0,NaN,41.0,4.6,59
2022-08-12T20:00,38.3,26.8,698.0,NaN,38.0,5.1,60
2022-08-12T21:00,41.2,28.9,678.0,NaN,33.8,5.5,61
2022-08-12T22:00,42.8,30.0,672.0,NaN,31.2,5.6,62
2022-08-12T23:00,41.7,29.2,666.0,NaN,28.6,5.6,63
2022-08-13T00:00,43.7,30.5,769.0,NaN,32.2,6.3,64
2022-08-13T01:00,44.6,31.2,651.0,NaN,25.5,6.1,65
2022-08-13T02:00,27.3,19.0,484.0,NaN,15.9,5.6,65
2022-08-13T03:00,26.6,18.5,306.0,NaN,5.7,4.9,66
2022-08-13T04:00,25.9,18.0,259.0,NaN,2.8,4.3,66
2022-08-13T05:00,26.6,18.5,253.0,NaN,2.1,3.6,67
2022-08-13T06:00,27.1,18.9,253.0,NaN,2.0,2.8,68
2022-08-13T07:00,26.6,18.6,241.0,NaN,1.5,2.3,69
2022-08-13T08:00,27.2,18.9,230.0,NaN,1.5,2.0,69
2022-08-13T09:00,24.7,17.2,226.0,NaN,2.2,1.8,70
2022-08-13T10:00,24.3,16.9,231.0,NaN,3.7,1.7,70
2022-08-13T11:00,24.3,16.9,243.0,NaN,5.7,1.8,71
2022-08-13T12:00,29.0,20.2,255.0,NaN,8.2,2.0,71
2022-08-13T13:00,32.2,22.5,353.0,NaN,16.6,2.3,72
2022-08-13T14:00,35.9,25.0,493.0,NaN,28.6,2.6,73
2022-08-13T15:00,38.5,26.9,658.0,NaN,41.8,3.0,73
2022-08-13T16:00,39.7,27.7,742.0,NaN,46.7,3.3,73
2022-08-13T17:00,39.7,27.7,808.0,NaN,49.3,3.5,74
2022-08-13T18:00,39.5,27.6,846.0,NaN,49.0,3.8,74
2022-08-13T19:00,41.2,28.8,813.0,NaN,44.3,3.9,74
2022-08-13T20:00,41.0,28.6,742.0,NaN,36.8,4.0,75
2022-08-13T21:00,40.2,28.1,665.0,NaN,28.5,4.2,75
2022-08-13T22:00,41.8,29.2,664.0,NaN,26.4,4.6,75
2022-08-13T23:00,44.2,31.0,684.0,NaN,26.0,5.0,75
2022-08-14T00:00,42.5,29.7,607.0,NaN,20.8,4.9,75
2022-08-14T01:00,45.3,31.7,537.0,NaN,17.5,4.7,75
2022-08-14T02:00,28.5,19.9,437.0,NaN,12.7,4.3,75
2022-08-14T03:00,24.3,16.9,325.0,NaN,7.2,3.8,75
2022-08-14T04:00,22.6,15.8,284.0,NaN,4.8,3.5,75
2022-08-14T05:00,21.3,14.8,263.0,NaN,3.3,3.0,74
2022-08-14T06:00,21.1,14.7,245.0,NaN,2.2,2.5,74
2022-08-14T07:00,19.9,13.9,231.0,NaN,1.8,2.1,74
2022-08-14T08:00,18.5,12.9,221.0,NaN,1.9,1.8,73
2022-08-14T09:00,16.8,11.7,220.0,NaN,2.9,1.5,73
2022-08-14T10:00,17.2,12.0,221.0,NaN,3.7,1.5,72
2022-08-14T11:00,17.9,12.5,227.0,NaN,4.8,1.7,72
2022-08-14T12:00,18.3,12.8,267.0,NaN,8.9,2.0,71
2022-08-14T13:00,21.2,14.8,331.0,NaN,14.6,2.3,71
2022-08-14T14:00,23.5,16.4,423.0,NaN,22.7,2.7,70
2022-08-14T15:00,22.9,16.1,531.0,NaN,31.8,3.2,69
2022-08-14T16:00,22.8,15.9,581.0,NaN,35.3,3.8,68
2022-08-14T17:00,24.0,16.8,617.0,NaN,37.4,4.4,67
2022-08-14T18:00,25.0,17.5,649.0,NaN,38.4,5.1,66
2022-08-14T19:00,25.5,17.8,663.0,NaN,37.7,5.5,65
2022-08-14T20:00,25.6,17.9,667.0,NaN,35.8,5.8,64
2022-08-14T21:00,24.9,17.4,659.0,NaN,32.5,6.1,64
2022-08-14T22:00,23.8,16.6,648.0,NaN,29.9,6.1,63
2022-08-14T23:00,23.0,16.1,630.0,NaN,26.8,5.9,61
2022-08-15T00:00,20.1,14.1,458.0,NaN,16.5,4.4,60
2022-08-15T01:00,17.6,12.3,401.0,NaN,13.3,4.0,59
2022-08-15T02:00,14.3,10.0,321.0,NaN,8.8,3.3,57
2022-08-15T03:00,12.6,8.8,230.0,NaN,4.0,2.5,56
2022-08-15T04:00,10.8,7.5,196.0,NaN,2.7,1.9,55
2022-08-15T05:00,9.0,6.2,177.0,NaN,2.5,1.3,55
2022-08-15T06:00,12.9,8.9,161.0,NaN,2.6,0.8,54
2022-08-15T07:00,13.9,9.6,152.0,NaN,2.2,0.6,53
2022-08-15T08:00,13.2,9.0,147.0,NaN,2.0,0.7,53
2022-08-15T09:00,10.4,7.1,148.0,NaN,2.1,0.9,53
2022-08-15T10:00,9.7,6.7,150.0,NaN,2.4,1.0,52
2022-08-15T11:00,10.5,7.2,155.0,NaN,3.0,1.2,52
2022-08-15T12:00,13.5,9.3,175.0,NaN,5.4,1.6,51
2022-08-15T13:00,14.8,10.3,217.0,NaN,9.1,1.9,51
2022-08-15T14:00,15.8,11.0,276.0,NaN,14.1,2.3,51
2022-08-15T15:00,16.6,11.5,338.0,NaN,19.2,2.8,50
2022-08-15T16:00,17.5,12.2,355.0,NaN,20.1,3.0,50
2022-08-15T17:00,17.5,12.1,356.0,NaN,19.5,3.2,49
2022-08-15T18:00,16.5,11.5,343.0,NaN,17.5,3.2,48
2022-08-15T19:00,15.4,10.6,316.0,NaN,14.7,2.9,47
2022-08-15T20:00,14.5,10.1,276.0,NaN,10.9,2.5,46
2022-08-15T21:00,13.7,9.6,239.0,NaN,7.2,2.0,44
2022-08-15T22:00,13.9,9.8,241.0,NaN,6.7,1.9,43
2022-08-15T23:00,15.0,10.5,257.0,NaN,7.2,1.9,42
2022-08-16T00:00,17.9,12.5,263.0,NaN,7.6,2.0,41
2022-08-16T01:00,17.9,12.3,249.0,NaN,6.8,1.9,41
2022-08-16T02:00,15.7,10.7,229.0,NaN,5.8,1.8,41
2022-08-16T03:00,15.7,10.6,205.0,NaN,4.3,1.7,41
2022-08-16T04:00,16.3,11.0,192.0,NaN,3.3,1.8,41
2022-08-16T05:00,16.4,11.1,180.0,NaN,2.3,1.9,42
2022-08-16T06:00,16.8,11.4,171.0,NaN,1.5,2.0,43
2022-08-16T07:00,17.9,12.2,170.0,NaN,1.2,2.3,43
2022-08-16T08:00,19.2,13.0,173.0,NaN,1.2,2.7,43
2022-08-16T09:00,20.1,13.6,181.0,NaN,1.8,3.1,44
2022-08-16T10:00,20.2,13.8,182.0,NaN,2.1,3.4,45
2022-08-16T11:00,20.5,14.0,183.0,NaN,2.6,3.7,47
2022-08-16T12:00,22.4,15.3,211.0,NaN,5.0,4.8,48
2022-08-16T13:00,27.7,19.1,288.0,NaN,11.8,5.2,49
2022-08-16T14:00,32.4,22.4,399.0,NaN,21.5,5.7,50
2022-08-16T15:00,36.0,24.9,555.0,NaN,34.1,6.3,51
2022-08-16T16:00,41.8,29.0,675.0,NaN,42.3,6.9,52
2022-08-16T17:00,48.0,33.5,800.0,NaN,50.1,7.5,54
2022-08-16T18:00,53.1,37.1,920.0,NaN,56.3,7.8,56
2022-08-16T19:00,54.7,38.3,946.0,NaN,55.7,7.2,58
2022-08-16T20:00,56.9,39.8,935.0,NaN,51.9,6.2,60
2022-08-16T21:00,59.6,41.7,911.0,NaN,45.7,5.1,63
2022-08-16T22:00,59.5,41.7,916.0,NaN,41.5,4.6,66
2022-08-16T23:00,57.5,40.3,921.0,NaN,36.9,4.3,69
2022-08-17T00:00,50.3,35.2,623.0,NaN,19.5,4.2,71
2022-08-17T01:00,49.7,34.7,546.0,NaN,16.2,4.7,73
2022-08-17T02:00,38.1,26.4,436.0,NaN,11.4,5.3,75
2022-08-17T03:00,31.2,21.7,313.0,NaN,6.1,5.7,77
2022-08-17T04:00,25.0,17.3,267.0,NaN,4.0,5.2,78
2022-08-17T05:00,23.3,16.2,241.0,NaN,2.7,4.2,78
2022-08-17T06:00,22.6,15.7,220.0,NaN,1.8,3.0,79
2022-08-17T07:00,22.9,15.9,209.0,NaN,1.5,2.7,79
2022-08-17T08:00,23.9,16.6,205.0,NaN,1.6,2.5,79
2022-08-17T09:00,21.8,15.1,205.0,NaN,2.3,2.4,80
2022-08-17T10:00,21.3,14.8,194.0,NaN,2.1,2.2,80
2022-08-17T11:00,18.9,13.1,182.0,NaN,2.0,2.0,80
2022-08-17T12:00,22.0,15.3,224.0,NaN,6.2,2.3,80
2022-08-17T13:00,25.0,17.5,288.0,NaN,11.7,2.5,80
2022-08-17T14:00,27.7,19.4,381.0,NaN,19.6,2.8,80
2022-08-17T15:00,29.0,20.3,494.0,NaN,28.8,3.2,80
2022-08-17T16:00,30.9,21.6,558.0,NaN,33.2,3.5,79
2022-08-17T17:00,34.3,24.0,614.0,NaN,36.4,3.8,78
2022-08-17T18:00,36.7,25.7,659.0,NaN,37.9,4.2,78
2022-08-17T19:00,37.3,26.0,657.0,NaN,35.7,4.2,77
2022-08-17T20:00,38.8,27.1,633.0,NaN,31.2,4.1,76
2022-08-17T21:00,41.6,29.1,607.0,NaN,26.0,4.0,74
2022-08-17T22:00,44.2,31.1,618.0,NaN,24.8,4.2,73
2022-08-17T23:00,44.6,31.2,640.0,NaN,24.4,4.4,72
2022-08-18T00:00,49.6,34.7,756.0,NaN,29.0,5.6,72
2022-08-18T01:00,47.7,33.4,633.0,NaN,22.6,5.1,71
2022-08-18T02:00,26.7,18.7,457.0,NaN,13.6,4.4,71
2022-08-18T03:00,17.9,12.5,270.0,NaN,4.1,3.5,71
2022-08-18T04:00,15.6,10.9,219.0,NaN,1.6,3.0,70
2022-08-18T05:00,16.0,11.2,210.0,NaN,1.4,2.4,69
2022-08-18T06:00,18.0,12.6,210.0,NaN,1.6,1.9,69
2022-08-18T07:00,19.1,13.3,203.0,NaN,1.4,1.6,69
2022-08-18T08:00,19.7,13.7,201.0,NaN,1.4,1.6,68
2022-08-18T09:00,20.4,14.2,205.0,NaN,2.1,1.5,68
2022-08-18T10:00,20.3,14.2,209.0,NaN,3.2,1.5,68
2022-08-18T11:00,21.1,14.7,215.0,NaN,4.9,1.5,68
2022-08-18T12:00,17.8,12.4,221.0,NaN,5.8,1.8,68
2022-08-18T13:00,21.4,15.0,265.0,NaN,9.4,1.9,68
2022-08-18T14:00,22.2,15.5,328.0,NaN,14.6,2.1,68
2022-08-18T15:00,24.6,17.2,395.0,NaN,19.9,2.3,67
2022-08-18T16:00,25.4,17.8,414.0,NaN,20.6,2.5,67
2022-08-18T17:00,27.4,19.2,417.0,NaN,20.0,2.5,67
2022-08-18T18:00,26.6,18.6,414.0,NaN,18.1,2.7,66
2022-08-18T19:00,26.3,18.4,406.0,NaN,16.4,2.9,66
2022-08-18T20:00,26.6,18.6,393.0,NaN,14.0,3.2,65
2022-08-18T21:00,27.8,19.4,385.0,NaN,11.6,3.5,64
2022-08-18T22:00,29.8,20.8,401.0,NaN,11.5,3.7,63
2022-08-18T23:00,31.3,21.9,428.0,NaN,12.1,3.8,62
2022-08-19T00:00,20.1,14.1,317.0,NaN,6.9,1.6,62
2022-08-19T01:00,18.0,12.6,317.0,NaN,7.0,1.8,60
2022-08-19T02:00,17.9,12.5,316.0,NaN,7.2,2.0,58
2022-08-19T03:00,17.9,12.5,307.0,NaN,6.8,2.0,57
2022-08-19T04:00,19.4,13.6,288.0,NaN,5.7,1.8,57
2022-08-19T05:00,19.7,13.7,262.0,NaN,4.1,1.2,58
2022-08-19T06:00,25.2,17.6,238.0,NaN,2.5,0.9,58
2022-08-19T07:00,27.6,19.3,238.0,NaN,2.1,1.0,58
2022-08-19T08:00,31.9,22.2,247.0,NaN,2.0,1.4,59
2022-08-19T09:00,28.2,19.7,260.0,NaN,2.8,1.7,60
2022-08-19T10:00,23.8,16.5,250.0,NaN,2.8,1.6,60
2022-08-19T11:00,21.8,15.2,235.0,NaN,3.0,1.5,60
2022-08-19T12:00,17.9,12.4,265.0,NaN,7.2,1.5,60
2022-08-19T13:00,22.4,15.6,355.0,NaN,15.2,1.9,60
2022-08-19T14:00,26.8,18.7,484.0,NaN,26.6,2.4,60
2022-08-19T15:00,28.8,20.1,639.0,NaN,39.4,3.2,61
2022-08-19T16:00,30.4,21.2,719.0,NaN,44.7,3.6,61
2022-08-19T17:00,30.4,21.2,785.0,NaN,47.9,4.1,61
2022-08-19T18:00,31.0,21.7,837.0,NaN,49.2,4.7,61
2022-08-19T19:00,31.8,22.2,841.0,NaN,47.5,5.1,62
2022-08-19T20:00,31.4,22.0,820.0,NaN,43.7,5.4,62
2022-08-19T21:00,31.5,22.0,778.0,NaN,37.8,5.8,62
2022-08-19T22:00,29.4,20.5,747.0,NaN,33.5,6.0,63
2022-08-19T23:00,28.8,20.1,710.0,NaN,28.8,6.1,63
2022-08-20T00:00,27.1,19.0,553.0,NaN,18.6,4.8,62
2022-08-20T01:00,33.2,23.2,487.0,NaN,15.1,4.8,63
2022-08-20T02:00,19.7,13.7,393.0,NaN,10.0,4.6,64
2022-08-20T03:00,17.1,11.9,290.0,NaN,4.5,4.3,64
2022-08-20T04:00,17.4,12.0,255.0,NaN,2.7,3.8,64
2022-08-20T05:00,17.2,12.0,239.0,NaN,2.0,3.2,64
2022-08-20T06:00,18.0,12.5,226.0,NaN,1.9,2.5,63
2022-08-20T07:00,16.9,11.8,216.0,NaN,2.0,2.0,63
2022-08-20T08:00,16.0,11.1,210.0,NaN,2.5,1.6,62
2022-08-20T09:00,16.5,11.5,210.0,NaN,3.7,1.2,61
2022-08-20T10:00,15.5,10.8,217.0,NaN,5.2,1.2,61
2022-08-20T11:00,14.3,10.0,228.0,NaN,7.2,1.3,60
2022-08-20T12:00,17.4,12.1,252.0,NaN,9.2,1.4,60
2022-08-20T13:00,20.3,14.1,373.0,NaN,19.9,2.0,60
2022-08-20T14:00,27.4,19.2,545.0,NaN,35.0,2.7,60
