time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),carbon_dioxide (ppm),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),us_aqi (USAQI)
2023-01-19T19:00,100.8,70.5,2666.0,NaN,67.4,11.6,163
2023-01-19T20:00,95.2,66.6,2589.0,NaN,60.5,11.6,163
2023-01-19T21:00,89.9,62.9,2451.0,NaN,50.6,11.6,162
2023-01-19T22:00,85.2,59.6,2326.0,NaN,43.2,11.7,162
2023-01-19T23:00,81.5,57.0,2177.0,NaN,35.3,11.9,161
2023-01-20T00:00,101.5,71.0,2238.0,NaN,34.5,12.5,160
2023-01-20T01:00,105.0,73.3,2513.0,NaN,42.3,12.6,160
2023-01-20T02:00,111.5,78.0,2893.0,NaN,53.3,12.6,159
2023-01-20T03:00,125.3,87.8,3031.0,NaN,58.3,12.4,158
2023-01-20T04:00,103.4,72.2,2517.0,NaN,45.8,11.6,158
2023-01-20T05:00,89.4,62.4,1684.0,NaN,25.0,10.6,158
2023-01-20T06:00,89.2,62.2,807.0,NaN,3.0,9.5,158
2023-01-20T07:00,94.3,65.9,622.0,NaN,0.0,9.2,157
2023-01-20T08:00,99.4,69.4,649.0,NaN,0.0,9.1,158
2023-01-20T09:00,102.7,71.7,766.0,NaN,2.5,9.3,158
2023-01-20T10:00,105.2,73.6,816.0,NaN,6.8,9.5,158
2023-01-20T11:00,108.0,75.4,897.0,NaN,13.3,9.9,158
2023-01-20T12:00,102.2,71.5,1107.0,NaN,27.3,9.8,158
2023-01-20T13:00,110.4,77.3,1454.0,NaN,40.5,10.4,158
2023-01-20T14:00,114.8,80.1,1948.0,NaN,59.0,11.1,158
2023-01-20T15:00,118.5,82.9,2469.0,NaN,77.1,12.1,158
2023-01-20T16:00,121.5,85.0,2619.0,NaN,79.3,12.5,159
2023-01-20T17:00,122.0,85.2,2654.0,NaN,76.0,12.8,159
2023-01-20T18:00,115.9,81.0,2596.0,NaN,67.7,12.9,159
2023-01-20T19:00,108.5,75.7,2469.0,NaN,58.8,12.9,159
2023-01-20T20:00,100.8,70.5,2272.0,NaN,47.5,12.8,159
2023-01-20T21:00,93.1,65.2,2042.0,NaN,34.7,12.4,159
2023-01-20T22:00,85.4,59.6,1921.0,NaN,28.5,12.1,159
2023-01-20T23:00,79.4,55.4,1824.0,NaN,24.0,11.9,159
2023-01-21T00:00,73.1,51.1,2006.0,NaN,28.1,10.4,159
2023-01-21T01:00,74.7,52.3,2241.0,NaN,35.5,9.9,159
2023-01-21T02:00,80.1,56.0,2565.0,NaN,45.7,9.2,158
2023-01-21T03:00,92.2,64.5,2646.0,NaN,50.7,8.1,158
2023-01-21T04:00,60.3,41.9,2125.0,NaN,39.8,6.8,157
2023-01-21T05:00,44.8,30.7,1301.0,NaN,21.5,5.2,157
2023-01-21T06:00,41.2,28.3,433.0,NaN,2.1,3.6,156
2023-01-21T07:00,40.6,27.9,236.0,NaN,0.0,3.1,155
2023-01-21T08:00,41.1,28.2,246.0,NaN,0.0,3.0,154
2023-01-21T09:00,41.4,28.6,354.0,NaN,1.6,3.1,153
2023-01-21T10:00,44.6,30.9,436.0,NaN,6.1,3.5,153
2023-01-21T11:00,53.2,37.0,567.0,NaN,12.5,4.1,152
2023-01-21T12:00,40.4,28.1,753.0,NaN,20.2,4.7,151
2023-01-21T13:00,49.9,34.9,905.0,NaN,24.6,4.9,149
2023-01-21T14:00,54.0,37.7,1122.0,NaN,31.0,5.4,145
2023-01-21T15:00,57.9,40.4,1394.0,NaN,38.3,6.1,140
2023-01-21T16:00,61.9,43.3,1557.0,NaN,42.2,6.4,136
2023-01-21T17:00,63.8,44.5,1705.0,NaN,45.3,6.9,132
2023-01-21T18:00,61.7,43.1,1822.0,NaN,46.6,7.3,127
2023-01-21T19:00,58.7,41.0,1808.0,NaN,44.0,7.4,123
2023-01-21T20:00,56.8,39.7,1732.0,NaN,39.0,7.6,120
2023-01-21T21:00,56.2,39.2,1639.0,NaN,33.1,7.6,116
2023-01-21T22:00,56.1,39.1,1581.0,NaN,29.5,7.7,114
2023-01-21T23:00,56.3,39.3,1527.0,NaN,26.2,7.8,112
2023-01-22T00:00,55.8,39.0,1670.0,NaN,28.1,7.2,110
2023-01-22T01:00,58.9,41.1,1955.0,NaN,35.2,7.0,109
2023-01-22T02:00,65.9,46.1,2349.0,NaN,45.2,6.7,108
2023-01-22T03:00,78.0,54.6,2506.0,NaN,49.8,6.0,107
2023-01-22T04:00,50.5,35.2,2003.0,NaN,39.0,5.1,105
2023-01-22T05:00,38.3,26.5,1182.0,NaN,20.9,4.0,105
2023-01-22T06:00,33.5,23.2,315.0,NaN,1.8,2.8,104
2023-01-22T07:00,31.3,21.7,129.0,NaN,0.0,2.3,104
2023-01-22T08:00,31.0,21.5,152.0,NaN,0.0,2.2,103
2023-01-22T09:00,31.9,22.1,277.0,NaN,1.8,2.3,102
2023-01-22T10:00,35.3,24.5,373.0,NaN,6.8,2.8,102
2023-01-22T11:00,43.9,30.6,518.0,NaN,14.1,3.7,101
2023-01-22T12:00,59.3,41.6,707.0,NaN,23.8,4.5,100
2023-01-22T13:00,68.7,48.2,874.0,NaN,28.5,5.1,102
2023-01-22T14:00,73.6,51.6,1113.0,NaN,35.3,5.8,103
2023-01-22T15:00,76.8,53.8,1384.0,NaN,42.3,6.7,105
2023-01-22T16:00,78.2,54.7,1495.0,NaN,43.9,7.2,106
2023-01-22T17:00,77.1,53.9,1564.0,NaN,43.8,7.6,107
2023-01-22T18:00,72.6,50.8,1618.0,NaN,42.0,7.9,108
2023-01-22T19:00,67.5,47.3,1632.0,NaN,39.8,7.9,109
2023-01-22T20:00,62.9,44.0,1621.0,NaN,36.5,7.8,110
2023-01-22T21:00,57.7,40.4,1596.0,NaN,32.1,7.5,110
2023-01-22T22:00,52.4,36.7,1541.0,NaN,28.5,7.0,110
2023-01-22T23:00,48.1,33.6,1469.0,NaN,24.6,6.3,110
2023-01-23T00:00,47.8,33.4,1405.0,NaN,21.8,5.4,109
2023-01-23T01:00,51.1,35.7,1481.0,NaN,25.0,5.2,109
2023-01-23T02:00,57.0,39.9,1583.0,NaN,29.5,4.8,108
2023-01-23T03:00,59.0,41.3,1544.0,NaN,30.7,4.2,108
2023-01-23T04:00,51.8,36.2,1228.0,NaN,23.9,3.8,106
2023-01-23T05:00,37.3,25.9,761.0,NaN,13.0,3.3,106
2023-01-23T06:00,34.1,23.7,274.0,NaN,1.6,2.9,106
2023-01-23T07:00,33.5,23.3,160.0,NaN,0.0,2.6,106
2023-01-23T08:00,32.5,22.5,165.0,NaN,0.0,2.3,107
2023-01-23T09:00,31.1,21.5,240.0,NaN,1.6,2.3,107
2023-01-23T10:00,33.3,23.2,314.0,NaN,5.8,2.6,107
2023-01-23T11:00,39.5,27.5,425.0,NaN,11.9,3.0,106
2023-01-23T12:00,48.0,33.5,604.0,NaN,19.9,4.1,106
2023-01-23T13:00,55.8,39.0,765.0,NaN,25.4,4.5,105
2023-01-23T14:00,60.3,42.1,995.0,NaN,33.2,5.1,104
2023-01-23T15:00,64.3,44.9,1287.0,NaN,42.3,6.0,103
2023-01-23T16:00,68.2,47.7,1474.0,NaN,47.4,6.8,102
2023-01-23T17:00,70.5,49.4,1649.0,NaN,51.5,7.5,102
2023-01-23T18:00,70.3,49.1,1776.0,NaN,53.0,8.4,101
2023-01-23T19:00,68.0,47.5,1739.0,NaN,49.0,8.7,101
2023-01-23T20:00,65.0,45.4,1621.0,NaN,41.8,8.9,101
2023-01-23T21:00,61.9,43.2,1439.0,NaN,32.6,8.9,101
2023-01-23T22:00,56.7,39.7,1277.0,NaN,26.3,8.8,101
2023-01-23T23:00,52.3,36.6,1093.0,NaN,20.1,8.5,102
2023-01-24T00:00,54.4,38.0,1190.0,NaN,21.4,7.8,102
2023-01-24T01:00,54.9,38.4,1382.0,NaN,28.4,7.6,103
2023-01-24T02:00,60.3,42.1,1649.0,NaN,38.2,7.2,103
2023-01-24T03:00,72.6,50.8,1768.0,NaN,43.6,6.7,103
2023-01-24T04:00,42.4,29.5,1457.0,NaN,34.6,6.0,104
2023-01-24T05:00,39.3,27.4,941.0,NaN,19.0,5.2,103
2023-01-24T06:00,41.4,28.9,401.0,NaN,2.4,4.7,104
2023-01-24T07:00,44.8,31.2,296.0,NaN,0.0,4.8,104
2023-01-24T08:00,49.2,34.3,326.0,NaN,0.0,5.3,105
2023-01-24T09:00,54.6,38.1,428.0,NaN,2.2,6.2,106
2023-01-24T10:00,59.8,41.7,497.0,NaN,6.2,6.9,108
2023-01-24T11:00,66.1,46.2,595.0,NaN,12.0,7.8,110
2023-01-24T12:00,70.5,49.4,724.0,NaN,21.8,7.8,112
2023-01-24T13:00,77.3,54.1,886.0,NaN,27.0,8.2,113
2023-01-24T14:00,79.2,55.4,1117.0,NaN,34.3,9.0,115
2023-01-24T15:00,78.7,55.1,1397.0,NaN,42.8,9.9,116
2023-01-24T16:00,75.7,53.0,1559.0,NaN,47.0,10.4,117
2023-01-24T17:00,71.9,50.3,1700.0,NaN,50.2,10.8,118
2023-01-24T18:00,67.3,47.0,1778.0,NaN,50.5,11.0,118
2023-01-24T19:00,62.6,43.9,1707.0,NaN,45.8,10.9,118
2023-01-24T20:00,59.5,41.6,1554.0,NaN,38.1,10.6,117
2023-01-24T21:00,57.7,40.4,1326.0,NaN,28.2,10.1,117
2023-01-24T22:00,56.2,39.2,1131.0,NaN,21.5,9.7,117
2023-01-24T23:00,54.7,38.2,915.0,NaN,15.1,9.1,117
2023-01-25T00:00,53.8,37.6,1069.0,NaN,18.9,9.5,117
2023-01-25T01:00,58.8,41.1,1280.0,NaN,29.6,9.2,117
2023-01-25T02:00,66.8,46.7,1573.0,NaN,44.7,8.9,117
2023-01-25T03:00,76.6,53.4,1724.0,NaN,54.3,8.4,118
2023-01-25T04:00,60.3,41.8,1429.0,NaN,43.7,8.0,118
2023-01-25T05:00,57.3,39.7,926.0,NaN,24.0,7.6,119
2023-01-25T06:00,56.1,38.9,398.0,NaN,3.0,7.2,120
2023-01-25T07:00,57.3,39.7,295.0,NaN,0.0,7.1,121
2023-01-25T08:00,60.5,42.0,323.0,NaN,0.0,7.1,122
2023-01-25T09:00,66.1,46.0,425.0,NaN,2.2,7.4,123
2023-01-25T10:00,73.6,51.1,510.0,NaN,6.7,7.8,124
2023-01-25T11:00,82.0,57.2,629.0,NaN,13.1,8.5,125
2023-01-25T12:00,99.7,69.6,756.0,NaN,19.2,8.9,126
2023-01-25T13:00,102.4,71.7,842.0,NaN,21.0,9.0,128
2023-01-25T14:00,99.4,69.6,965.0,NaN,23.6,9.1,130
2023-01-25T15:00,94.1,65.9,1106.0,NaN,26.5,9.2,132
2023-01-25T16:00,88.9,62.2,1182.0,NaN,28.3,9.1,133
2023-01-25T17:00,83.6,58.4,1242.0,NaN,29.7,8.8,134
2023-01-25T18:00,77.1,53.8,1243.0,NaN,29.0,8.3,134
2023-01-25T19:00,71.0,49.6,1137.0,NaN,24.9,7.8,135
2023-01-25T20:00,66.8,46.7,968.0,NaN,18.6,7.0,136
2023-01-25T21:00,63.3,44.1,772.0,NaN,11.6,6.2,136
2023-01-25T22:00,60.8,42.3,667.0,NaN,8.3,5.8,137
2023-01-25T23:00,59.6,41.6,582.0,NaN,5.9,5.4,137
2023-01-26T00:00,64.7,45.2,810.0,NaN,11.5,6.4,137
2023-01-26T01:00,69.6,48.4,1062.0,NaN,21.1,6.6,138
2023-01-26T02:00,75.4,52.6,1413.0,NaN,34.7,6.8,139
2023-01-26T03:00,87.5,61.2,1630.0,NaN,43.8,6.7,140
2023-01-26T04:00,71.5,49.6,1363.0,NaN,35.4,6.1,140
2023-01-26T05:00,61.0,42.3,879.0,NaN,19.3,5.2,141
2023-01-26T06:00,56.3,39.0,356.0,NaN,2.0,4.2,141
2023-01-26T07:00,54.2,37.5,239.0,NaN,0.0,3.7,141
2023-01-26T08:00,53.0,36.7,238.0,NaN,0.0,3.3,141
2023-01-26T09:00,51.8,35.7,297.0,NaN,1.8,3.0,141
2023-01-26T10:00,51.1,35.3,344.0,NaN,5.3,3.2,140
2023-01-26T11:00,53.2,36.8,420.0,NaN,10.5,3.5,138
2023-01-26T12:00,53.1,36.8,559.0,NaN,17.0,4.3,136
2023-01-26T13:00,57.9,40.2,700.0,NaN,22.0,4.7,132
2023-01-26T14:00,60.1,41.7,902.0,NaN,29.0,5.2,129
2023-01-26T15:00,61.2,42.5,1147.0,NaN,36.8,5.8,126
2023-01-26T16:00,62.2,43.3,1280.0,NaN,39.8,6.1,124
2023-01-26T17:00,62.4,43.4,1391.0,NaN,41.5,6.4,122
2023-01-26T18:00,60.1,41.8,1476.0,NaN,41.3,6.8,120
2023-01-26T19:00,56.7,39.5,1467.0,NaN,38.6,6.8,119
2023-01-26T20:00,54.1,37.7,1412.0,NaN,34.1,6.7,118
2023-01-26T21:00,52.4,36.4,1329.0,NaN,28.4,6.6,117
2023-01-26T22:00,50.8,35.4,1250.0,NaN,24.3,6.4,116
2023-01-26T23:00,49.2,34.3,1161.0,NaN,20.3,6.3,115
2023-01-27T00:00,48.1,33.5,1247.0,NaN,21.4,5.9,115
2023-01-27T01:00,50.9,35.5,1497.0,NaN,28.8,5.8,114
2023-01-27T02:00,56.6,39.5,1844.0,NaN,39.2,5.7,112
2023-01-27T03:00,66.8,46.7,2004.0,NaN,45.0,5.2,111
2023-01-27T04:00,45.2,31.4,1615.0,NaN,35.6,4.3,109
2023-01-27T05:00,37.0,25.6,964.0,NaN,19.2,3.3,107
2023-01-27T06:00,26.0,17.8,274.0,NaN,1.8,2.2,106
2023-01-27T07:00,22.9,15.5,123.0,NaN,0.0,1.6,103
2023-01-27T08:00,22.9,15.6,135.0,NaN,0.0,1.3,101
2023-01-27T09:00,24.3,16.6,229.0,NaN,1.5,1.3,99
2023-01-27T10:00,28.2,19.4,304.0,NaN,5.1,1.8,97
2023-01-27T11:00,36.2,25.1,419.0,NaN,10.4,2.5,96
2023-01-27T12:00,41.8,29.1,568.0,NaN,17.5,2.8,95
2023-01-27T13:00,50.6,35.3,706.0,NaN,22.2,3.2,94
2023-01-27T14:00,54.8,38.3,905.0,NaN,28.9,3.8,94
2023-01-27T15:00,57.4,40.0,1174.0,NaN,37.3,4.7,94
2023-01-27T16:00,60.8,42.4,1368.0,NaN,42.5,5.2,93
2023-01-27T17:00,64.3,44.8,1565.0,NaN,47.3,5.8,93
2023-01-27T18:00,63.8,44.5,1741.0,NaN,50.7,6.4,93
2023-01-27T19:00,61.5,42.8,1759.0,NaN,49.7,6.7,94
2023-01-27T20:00,60.3,42.0,1710.0,NaN,46.3,6.8,94
2023-01-27T21:00,60.3,42.0,1632.0,NaN,41.4,6.8,94
2023-01-27T22:00,61.7,43.1,1557.0,NaN,37.0,6.9,95
2023-01-27T23:00,64.0,44.6,1469.0,NaN,32.1,6.9,95
2023-01-28T00:00,68.7,48.0,1527.0,NaN,31.5,6.8,96
2023-01-28T01:00,73.8,51.6,1817.0,NaN,38.8,6.8,98
2023-01-28T02:00,85.0,59.4,2220.0,NaN,49.0,6.7,99
2023-01-28T03:00,104.3,72.9,2407.0,NaN,53.6,6.4,101
2023-01-28T04:00,38.9,26.7,1955.0,NaN,42.0,5.7,104
2023-01-28T05:00,34.6,23.7,1201.0,NaN,22.6,4.8,103
2023-01-28T06:00,36.1,24.9,410.0,NaN,2.2,4.0,103
2023-01-28T07:00,39.1,27.1,263.0,NaN,0.0,4.0,104
2023-01-28T08:00,42.1,29.2,314.0,NaN,0.0,4.3,105
2023-01-28T09:00,45.8,31.8,443.0,NaN,2.0,5.1,106
2023-01-28T10:00,50.3,35.0,485.0,NaN,4.8,5.7,108
2023-01-28T11:00,54.9,38.3,545.0,NaN,9.1,6.4,110
2023-01-28T12:00,54.1,37.7,696.0,NaN,18.2,6.6,111
2023-01-28T13:00,67.8,47.4,970.0,NaN,30.5,7.3,112
2023-01-28T14:00,81.7,57.2,1359.0,NaN,47.7,8.4,113
2023-01-28T15:00,92.9,65.0,1741.0,NaN,63.2,9.4,115
2023-01-28T16:00,98.5,68.9,1784.0,NaN,62.0,9.8,118
2023-01-28T17:00,99.2,69.4,1708.0,NaN,54.4,9.9,120
2023-01-28T18:00,98.3,68.7,1596.0,NaN,43.8,10.0,123
2023-01-28T19:00,100.6,70.3,1565.0,NaN,38.6,10.2,126
2023-01-28T20:00,101.5,71.0,1538.0,NaN,33.8,10.6,128
2023-01-28T21:00,99.4,69.6,1490.0,NaN,28.0,11.1,131
2023-01-28T22:00,94.3,65.9,1418.0,NaN,23.5,11.8,134
2023-01-28T23:00,88.5,61.7,1330.0,NaN,19.1,12.6,137
2023-01-29T00:00,83.4,58.3,1253.0,NaN,16.1,13.1,138
2023-01-29T01:00,91.5,64.0,1421.0,NaN,21.9,13.6,140
2023-01-29T02:00,105.0,73.3,1655.0,NaN,29.9,14.3,141
2023-01-29T03:00,102.2,71.5,1758.0,NaN,34.5,14.4,142
2023-01-29T04:00,61.2,42.7,1484.0,NaN,27.5,13.1,142
2023-01-29T05:00,54.7,38.1,1029.0,NaN,15.2,11.1,144
2023-01-29T06:00,52.3,36.4,546.0,NaN,2.2,8.9,145
2023-01-29T07:00,52.2,36.3,438.0,NaN,0.0,8.2,147
2023-01-29T08:00,52.7,36.8,442.0,NaN,0.0,7.8,147
2023-01-29T09:00,53.3,37.1,504.0,NaN,2.0,7.7,148
2023-01-29T10:00,54.1,37.7,537.0,NaN,5.6,7.6,149
2023-01-29T11:00,55.5,38.8,593.0,NaN,10.8,7.7,149
2023-01-29T12:00,52.0,36.3,751.0,NaN,21.9,8.4,149
2023-01-29T13:00,65.9,46.0,1007.0,NaN,32.9,8.9,149
2023-01-29T14:00,80.6,56.2,1371.0,NaN,48.5,9.7,149
2023-01-29T15:00,96.2,67.3,1753.0,NaN,63.2,10.6,149
2023-01-29T16:00,102.7,71.7,1856.0,NaN,63.9,10.9,149
2023-01-29T17:00,97.8,68.5,1872.0,NaN,59.5,11.2,149
2023-01-29T18:00,89.6,62.6,1830.0,NaN,51.3,11.4,149
2023-01-29T19:00,84.5,59.1,1761.0,NaN,44.5,11.6,149
2023-01-29T20:00,84.3,59.0,1653.0,NaN,36.3,11.9,147
2023-01-29T21:00,84.3,58.9,1518.0,NaN,27.0,12.0,146
2023-01-29T22:00,82.7,57.7,1420.0,NaN,21.7,12.1,145
2023-01-29T23:00,79.9,55.9,1324.0,NaN,17.4,12.0,144
2023-01-30T00:00,79.9,55.9,1443.0,NaN,19.2,11.1,144
2023-01-30T01:00,82.4,57.6,1743.0,NaN,30.7,11.2,143
2023-01-30T02:00,92.7,64.7,2161.0,NaN,46.8,11.4,143
2023-01-30T03:00,111.8,78.0,2387.0,NaN,57.2,11.4,142
2023-01-30T04:00,64.3,44.8,1995.0,NaN,46.0,10.7,142
2023-01-30T05:00,59.1,41.1,1317.0,NaN,25.2,9.8,143
2023-01-30T06:00,60.8,42.3,596.0,NaN,3.0,8.6,143
2023-01-30T07:00,62.4,43.4,448.0,NaN,0.0,8.1,144
2023-01-30T08:00,65.0,45.2,471.0,NaN,0.0,7.8,144
2023-01-30T09:00,67.1,46.7,564.0,NaN,2.5,7.5,145
2023-01-30T10:00,68.5,47.7,605.0,NaN,6.2,7.4,146
2023-01-30T11:00,69.8,48.8,671.0,NaN,11.9,7.4,147
2023-01-30T12:00,71.2,49.7,757.0,NaN,20.1,6.8,148
2023-01-30T13:00,78.5,54.8,922.0,NaN,26.6,6.9,150
2023-01-30T14:00,85.4,59.8,1158.0,NaN,35.9,7.2,150
2023-01-30T15:00,91.5,64.0,1445.0,NaN,46.0,7.7,150
2023-01-30T16:00,95.0,66.4,1600.0,NaN,50.0,8.1,150
2023-01-30T17:00,96.4,67.3,1731.0,NaN,52.0,8.7,150
2023-01-30T18:00,95.7,66.8,1839.0,NaN,51.8,9.3,150
2023-01-30T19:00,92.4,64.5,1850.0,NaN,48.4,9.6,150
2023-01-30T20:00,88.0,61.5,1814.0,NaN,42.9,9.8,150
2023-01-30T21:00,83.1,58.1,1742.0,NaN,35.7,9.9,150
2023-01-30T22:00,76.8,53.7,1654.0,NaN,30.5,9.8,150
2023-01-30T23:00,69.6,48.7,1544.0,NaN,25.2,9.6,150
2023-01-31T00:00,71.7,50.1,1605.0,NaN,25.4,9.2,150
2023-01-31T01:00,71.0,49.7,1851.0,NaN,34.5,9.1,149
2023-01-31T02:00,74.0,51.7,2193.0,NaN,47.2,8.9,149
2023-01-31T03:00,87.8,61.5,2335.0,NaN,54.3,8.3,147
2023-01-31T04:00,52.0,36.3,1918.0,NaN,43.2,7.5,145
2023-01-31T05:00,45.5,31.7,1232.0,NaN,23.5,6.5,145
2023-01-31T06:00,44.1,30.6,498.0,NaN,2.7,5.3,144
2023-01-31T07:00,43.5,30.3,326.0,NaN,0.0,4.7,142
2023-01-31T08:00,44.4,30.9,322.0,NaN,0.0,4.2,141
2023-01-31T09:00,44.5,30.9,388.0,NaN,1.8,3.8,140
2023-01-31T10:00,44.1,30.5,427.0,NaN,5.3,3.8,138
2023-01-31T11:00,48.3,33.5,499.0,NaN,10.5,4.1,136
2023-01-31T12:00,50.4,35.0,620.0,NaN,15.3,4.4,134
2023-01-31T13:00,54.9,38.3,743.0,NaN,19.8,4.8,133
2023-01-31T14:00,57.3,39.9,919.0,NaN,26.1,5.2,131
2023-01-31T15:00,58.1,40.4,1129.0,NaN,33.2,5.8,129
2023-01-31T16:00,59.0,41.1,1233.0,NaN,36.0,6.2,127
2023-01-31T17:00,60.5,42.1,1315.0,NaN,37.7,6.6,124
2023-01-31T18:00,61.9,43.2,1382.0,NaN,37.8,6.9,121
2023-01-31T19:00,63.3,44.1,1388.0,NaN,35.9,7.2,119
2023-01-31T20:00,65.2,45.5,1363.0,NaN,32.5,7.3,117
2023-01-31T21:00,68.0,47.4,1327.0,NaN,28.1,7.5,115
2023-01-31T22:00,69.4,48.4,1281.0,NaN,25.0,7.6,114
2023-01-31T23:00,70.8,49.4,1227.0,NaN,22.0,7.7,114
2023-02-01T00:00,85.0,59.3,1602.0,NaN,29.8,8.6,114
2023-02-01T01:00,90.6,63.1,1898.0,NaN,37.5,8.6,115
2023-02-01T02:00,106.6,74.3,2309.0,NaN,48.2,8.6,116
2023-02-01T03:00,127.1,88.7,2482.0,NaN,53.5,8.1,118
2023-02-01T04:00,43.0,29.2,1981.0,NaN,41.8,6.8,121
2023-02-01T05:00,28.8,19.2,1157.0,NaN,22.4,5.0,120
2023-02-01T06:00,27.5,18.5,289.0,NaN,1.8,3.3,119
2023-02-01T07:00,29.4,19.8,116.0,NaN,0.0,3.2,118
2023-02-01T08:00,31.4,21.3,155.0,NaN,0.0,3.7,117
2023-02-01T09:00,33.1,22.5,271.0,NaN,1.6,4.4,116
2023-02-01T10:00,35.6,24.3,308.0,NaN,4.4,4.9,115
2023-02-01T11:00,39.6,27.2,366.0,NaN,8.5,5.6,114
2023-02-01T12:00,43.1,29.9,462.0,NaN,14.6,6.4,114
2023-02-01T13:00,53.2,37.0,588.0,NaN,19.5,6.9,113
2023-02-01T14:00,60.1,41.9,769.0,NaN,26.7,7.5,113
2023-02-01T15:00,64.7,45.2,1029.0,NaN,36.0,8.3,113
2023-02-01T16:00,69.6,48.5,1235.0,NaN,42.3,8.9,114
2023-02-01T17:00,76.4,53.2,1455.0,NaN,48.3,9.4,114
2023-02-01T18:00,82.4,57.5,1684.0,NaN,53.5,9.9,116
2023-02-01T19:00,87.8,61.2,1775.0,NaN,54.0,10.1,117
2023-02-01T20:00,92.4,64.5,1819.0,NaN,52.5,10.3,119
2023-02-01T21:00,92.0,64.0,1819.0,NaN,48.5,10.4,121
2023-02-01T22:00,86.4,60.3,1739.0,NaN,42.8,10.3,123
2023-02-01T23:00,80.3,56.0,1610.0,NaN,35.7,10.2,124
2023-02-02T00:00,91.0,63.6,1825.0,NaN,40.2,10.4,124
2023-02-02T01:00,85.4,59.6,2050.0,NaN,45.8,10.2,125
2023-02-02T02:00,90.6,63.3,2360.0,NaN,53.7,10.1,125
2023-02-02T03:00,104.5,73.1,2457.0,NaN,55.6,9.7,123
2023-02-02T04:00,49.4,34.3,2000.0,NaN,43.0,9.1,122
2023-02-02T05:00,47.6,33.1,1269.0,NaN,23.3,8.2,122
2023-02-02T06:00,49.8,34.7,502.0,NaN,2.5,7.2,124
2023-02-02T07:00,51.9,36.1,347.0,NaN,0.0,6.8,125
2023-02-02T08:00,54.1,37.7,381.0,NaN,0.0,6.6,127
2023-02-02T09:00,56.1,39.1,480.0,NaN,2.0,6.3,129
2023-02-02T10:00,58.4,40.7,502.0,NaN,4.3,6.2,131
2023-02-02T11:00,61.5,42.8,540.0,NaN,7.8,6.2,132
2023-02-02T12:00,35.5,24.7,618.0,NaN,14.3,6.2,134
2023-02-02T13:00,46.7,32.6,773.0,NaN,21.4,6.3,133
2023-02-02T14:00,57.4,40.0,996.0,NaN,31.6,6.7,133
2023-02-02T15:00,67.8,47.3,1295.0,NaN,44.1,7.2,133
2023-02-02T16:00,81.5,56.9,1516.0,NaN,51.8,7.9,133
2023-02-02T17:00,94.3,65.9,1741.0,NaN,58.8,8.8,134
2023-02-02T18:00,96.2,67.3,1907.0,NaN,62.2,9.7,135
2023-02-02T19:00,91.3,63.8,1846.0,NaN,56.5,10.1,136
2023-02-02T20:00,84.5,59.3,1678.0,NaN,46.1,10.4,136
2023-02-02T21:00,78.9,55.2,1470.0,NaN,33.7,10.6,136
2023-02-02T22:00,77.8,54.4,1398.0,NaN,28.5,10.8,135
2023-02-02T23:00,77.5,54.2,1350.0,NaN,25.0,10.9,134
2023-02-03T00:00,81.3,56.8,1481.0,NaN,27.0,10.5,134
2023-02-03T01:00,82.9,57.9,1660.0,NaN,32.6,10.1,133
2023-02-03T02:00,89.4,62.6,1907.0,NaN,40.3,9.6,133
2023-02-03T03:00,92.4,64.7,1996.0,NaN,43.5,8.8,133
2023-02-03T04:00,45.8,31.9,1660.0,NaN,34.0,8.4,132
2023-02-03T05:00,43.3,30.2,1115.0,NaN,18.5,7.9,132
2023-02-03T06:00,43.0,29.9,537.0,NaN,2.0,7.3,132
2023-02-03T07:00,43.7,30.4,407.0,NaN,0.0,6.7,131
2023-02-03T08:00,43.8,30.5,413.0,NaN,0.0,6.1,131
2023-02-03T09:00,44.5,31.0,470.0,NaN,1.8,5.4,130
2023-02-03T10:00,45.4,31.7,481.0,NaN,3.9,5.2,129
2023-02-03T11:00,47.5,33.2,510.0,NaN,7.1,5.0,128
2023-02-03T12:00,40.4,28.2,572.0,NaN,11.7,5.0,127
2023-02-03T13:00,50.3,35.2,747.0,NaN,19.9,5.3,127
2023-02-03T14:00,61.5,43.0,998.0,NaN,31.5,5.8,128
2023-02-03T15:00,70.5,49.2,1319.0,NaN,45.0,6.6,128
2023-02-03T16:00,79.2,55.3,1527.0,NaN,51.9,7.3,128
2023-02-03T17:00,89.6,62.6,1724.0,NaN,57.2,8.1,128
2023-02-03T18:00,92.7,64.7,1873.0,NaN,59.2,9.1,128
2023-02-03T19:00,90.6,63.3,1836.0,NaN,54.1,9.5,127
2023-02-03T20:00,86.6,60.5,1710.0,NaN,45.0,9.8,127
2023-02-03T21:00,82.7,57.7,1541.0,NaN,33.9,10.2,128
2023-02-03T22:00,79.6,55.6,1458.0,NaN,28.4,10.7,128
2023-02-03T23:00,77.8,54.4,1384.0,NaN,23.9,11.2,128
2023-02-04T00:00,88.0,61.5,1383.0,NaN,23.0,11.1,128
2023-02-04T01:00,91.5,63.8,1359.0,NaN,23.8,10.9,128
2023-02-04T02:00,97.1,68.0,1323.0,NaN,24.7,10.6,129
2023-02-04T03:00,74.7,52.3,1209.0,NaN,23.3,10.0,130
